# Historical data for LACTEVA_001
CSV,1763616248076,355.0,1.065,BLUE,2680,2308,2826,2787,3358,2447,2499,2037,2414,1674,2199,2004,59.10,59.27,64.46,67.57,82.75,60.21,71.12,46.77,62.74,48.98,55.09,42.73,0.376,0.321,0.222,0.163,0.125,0.224,0.187,0.282,0.081,0.328,0.216,0.380,136601
CSV,1763616248077,335.8,1.008,BLUE,2486,2285,3406,2520,3891,2097,2661,2103,2027,1905,2610,1946,53.28,53.86,76.58,52.75,85.40,52.90,58.24,53.56,56.00,46.34,64.59,50.26,0.212,0.362,0.095,0.142,0.122,0.251,0.275,0.327,0.024,0.209,0.236,0.380,45924
CSV,1763616248077,336.6,1.010,BLUE,2745,2397,2707,2687,3404,2736,2452,2018,1808,1806,1882,1742,57.95,53.99,61.20,53.95,69.82,54.97,59.80,51.44,52.99,50.94,52.78,45.57,0.426,0.348,0.157,0.507,0.341,0.244,0.252,0.317,0.157,0.342,0.328,0.238,110501
CSV,1763616248077,262.0,0.786,WHITE,2692,2865,2939,2847,4423,2601,2563,2547,1686,2138,2157,1869,56.71,62.33,64.96,72.48,99.45,69.26,55.28,61.60,37.42,54.83,50.66,40.65,0.330,0.181,0.157,0.000,0.013,0.315,0.358,0.161,0.308,0.254,0.345,0.511,77573
CSV,1763616248077,275.1,0.825,BLUE,3067,2674,2716,3131,3737,2696,2542,2185,2067,2342,2185,2170,67.04,61.94,65.13,74.51,89.82,66.33,65.35,49.65,50.33,62.35,43.15,51.42,0.202,0.110,0.147,0.042,0.024,0.153,0.296,0.173,0.333,0.166,0.419,0.377,21483
CSV,1763616248078,389.7,1.169,BLUE,2766,2596,2919,3009,3089,3208,2330,1983,1604,1875,2527,2390,64.31,60.41,76.47,69.13,74.09,71.89,54.79,55.59,47.64,46.24,63.38,64.07,0.388,0.248,0.202,0.246,0.332,0.140,0.363,0.219,0.414,0.655,0.000,0.061,50815
CSV,1763616248078,390.9,1.173,WHITE,2700,2241,2749,2784,3439,2915,2366,1603,1983,1987,1910,2008,55.33,60.68,58.24,68.87,79.40,62.68,54.88,46.76,51.61,48.19,49.75,49.49,0.267,0.370,0.360,0.179,0.175,0.322,0.291,0.374,0.288,0.426,0.317,0.223,150537
CSV,1763616248078,347.5,1.042,UV,2488,3006,2428,2434,3401,2683,2185,2369,1956,2253,2004,2229,54.20,65.92,52.80,57.49,82.53,64.80,55.85,59.48,47.96,66.60,56.33,49.19,0.209,0.260,0.208,0.485,0.112,0.117,0.425,0.089,0.218,0.000,0.079,0.421,84172
CSV,1763616248078,418.5,1.255,WHITE,2925,3149,2798,2814,3710,2598,2511,1708,1899,2097,1612,1659,67.12,77.52,66.63,73.18,83.90,62.55,57.94,40.46,50.29,54.99,42.11,42.64,0.061,0.033,0.028,0.000,0.000,0.249,0.233,0.420,0.368,0.193,0.335,0.436,163718
CSV,1763616248079,405.4,1.216,WHITE,2860,2228,2509,2832,2935,2584,2442,1823,1966,2046,1939,1768,74.40,50.29,67.95,62.46,63.94,58.71,59.73,48.00,54.15,53.23,51.28,51.21,0.080,0.199,0.355,0.265,0.085,0.220,0.154,0.278,0.339,0.431,0.347,0.341,126717
CSV,1763616248079,326.1,0.978,BLUE,2737,2758,2840,2958,2896,2149,2300,1757,2042,1958,2084,2285,68.05,60.06,67.94,63.24,57.14,53.10,62.56,46.98,48.25,49.04,56.06,54.13,0.074,0.250,0.294,0.125,0.376,0.372,0.050,0.255,0.380,0.324,0.233,0.310,141396
CSV,1763616248079,405.9,1.218,WHITE,1970,2543,2755,2643,3236,2775,2300,2162,2021,1647,1771,2231,50.32,65.65,74.88,60.74,67.71,63.02,60.44,46.49,50.39,37.91,49.15,47.24,0.230,0.002,0.262,0.147,0.210,0.360,0.000,0.421,0.223,0.416,0.304,0.340,92199
CSV,1763616248079,328.2,0.985,UV,2064,2758,2070,2346,3426,2286,2503,1518,2045,1697,1984,1881,48.18,76.75,44.35,55.45,79.92,57.47,54.08,40.67,59.59,43.91,48.14,44.48,0.090,0.345,0.324,0.288,0.147,0.204,0.396,0.423,0.139,0.196,0.280,0.354,158139
CSV,1763616248080,449.4,1.348,BLUE,2667,2219,2892,2895,3068,2087,2035,1766,1887,1531,1760,1604,68.10,53.67,70.26,67.95,74.49,50.25,55.61,45.98,54.26,39.20,50.25,41.77,0.088,0.405,0.000,0.150,0.122,0.370,0.171,0.344,0.188,0.401,0.311,0.655,79701
CSV,1763616248080,512.0,1.536,UV,2528,2519,2400,2273,3003,2598,2287,1907,1851,1843,2020,1653,65.04,65.34,61.33,55.60,73.70,62.80,54.26,45.95,41.08,41.39,62.39,40.51,0.106,0.179,0.182,0.208,0.214,0.355,0.443,0.198,0.311,0.377,0.219,0.369,366670
CSV,1763616248080,472.8,1.418,BLUE,2187,2195,2176,2044,3182,2745,2059,1915,2149,1682,2144,1861,58.21,47.53,52.01,52.23,81.07,66.35,46.66,48.20,40.83,41.06,57.63,43.21,0.212,0.364,0.141,0.402,0.106,0.331,0.286,0.369,0.531,0.588,0.183,0.278,325010
CSV,1763616248080,408.2,1.224,UV,2205,2686,2191,2098,3356,2149,2482,1682,2151,1727,1888,1732,51.60,68.57,51.65,48.78,78.56,46.87,58.52,44.67,50.63,39.41,50.61,38.64,0.153,0.097,0.414,0.384,0.139,0.386,0.307,0.293,0.342,0.355,0.242,0.438,186194
CSV,1763616248080,468.1,1.404,UV,2416,2116,2605,2183,2746,2559,2603,1899,2003,1947,1884,2113,50.03,49.43,55.26,48.03,59.03,63.38,72.43,53.24,49.79,46.55,46.58,51.92,0.265,0.342,0.368,0.307,0.108,0.321,0.000,0.342,0.459,0.391,0.291,0.296,202930
CSV,1763616248081,406.5,1.219,UV,2663,2667,2600,1901,2955,2281,2039,1924,1909,2231,1727,1448,63.36,62.97,62.53,52.12,61.44,58.97,46.05,56.09,55.89,57.23,44.19,35.40,0.224,0.102,0.218,0.532,0.191,0.205,0.438,0.278,0.246,0.487,0.335,0.473,244179
CSV,1763616248081,429.8,1.289,UV,2100,2547,2268,2485,3891,2668,1921,1814,2088,2350,1652,1887,50.05,61.92,53.77,52.09,83.81,62.92,39.84,45.84,51.89,54.72,30.36,47.48,0.132,0.267,0.136,0.382,0.244,0.107,0.358,0.334,0.298,0.208,0.479,0.169,152937
CSV,1763616248081,496.7,1.490,UV,2009,2334,2640,2646,2949,2462,2202,1813,2096,1799,1681,1844,51.61,57.47,66.91,60.93,81.30,67.23,51.42,51.50,42.57,51.60,41.13,51.03,0.318,0.174,0.264,0.075,0.016,0.000,0.394,0.312,0.524,0.176,0.369,0.202,215328
