# Historical data for LACTEVA_002
CSV,1763616248089,441.5,1.324,BLUE,2999,2404,2300,2382,4311,2907,2530,2031,1975,1662,2063,2091,68.20,45.67,58.78,51.86,100.00,72.05,56.96,48.70,45.27,46.26,41.54,56.04,0.234,0.181,0.320,0.214,0.000,0.025,0.160,0.310,0.239,0.319,0.344,0.148,57301
CSV,1763616248090,209.4,0.628,UV,2565,3007,2842,2950,3901,2718,2266,1850,1976,2240,1990,2358,64.81,80.69,68.53,68.96,84.63,63.36,59.65,53.75,43.73,50.75,50.35,62.60,0.121,0.192,0.280,0.055,0.127,0.230,0.225,0.282,0.357,0.271,0.067,0.211,48289
CSV,1763616248090,307.4,0.922,UV,3060,2334,3029,2354,3095,2962,2368,2391,2312,1972,2400,2172,71.87,58.45,64.86,58.49,81.29,63.19,64.42,48.95,60.61,46.85,57.82,61.04,0.058,0.420,0.047,0.273,0.017,0.000,0.319,0.216,0.145,0.347,0.219,0.176,79883
CSV,1763616248091,370.1,1.110,UV,2443,2689,2748,2261,3616,2186,2662,2043,2009,1913,2200,1648,59.65,68.54,67.71,64.34,80.11,53.94,65.68,54.09,58.49,50.66,52.22,46.69,0.308,0.195,0.120,0.094,0.011,0.263,0.067,0.210,0.169,0.251,0.296,0.418,96540
CSV,1763616248091,316.8,0.950,BLUE,2473,2691,2953,2457,4025,2957,2096,1885,1644,2131,2156,2136,59.14,72.47,69.54,57.93,91.78,72.17,45.05,41.67,42.97,61.34,53.47,46.73,0.271,0.155,0.360,0.228,0.199,0.283,0.173,0.402,0.185,0.143,0.257,0.367,66850
CSV,1763616248091,402.8,1.208,WHITE,2062,2214,2678,1941,3737,2479,2518,1716,2048,1712,1676,1837,57.28,54.90,63.17,52.69,88.63,55.08,53.14,48.44,53.19,53.90,39.60,47.53,0.239,0.136,0.339,0.299,0.174,0.283,0.278,0.247,0.119,0.165,0.196,0.420,110483
CSV,1763616248091,386.8,1.160,UV,2764,3323,2766,2382,3200,2533,2242,2048,2238,2301,2182,1718,62.68,64.35,71.02,55.57,76.85,62.72,55.14,53.62,54.03,65.83,57.85,41.41,0.208,0.016,0.079,0.219,0.092,0.226,0.270,0.215,0.198,0.206,0.121,0.419,141733
CSV,1763616248091,479.5,1.438,BLUE,2746,2276,2524,2075,3098,2708,2288,1953,1814,2064,1870,2344,65.84,58.48,51.75,55.33,73.85,65.29,68.16,53.94,42.17,55.95,51.16,51.79,0.122,0.296,0.013,0.200,0.258,0.240,0.000,0.382,0.329,0.314,0.256,0.263,199343
CSV,1763616248091,428.5,1.285,UV,2956,2903,2468,2453,4159,2684,2389,2005,1913,1884,1883,2135,64.20,62.55,61.50,59.67,84.90,66.49,60.22,50.83,58.38,43.63,45.14,46.36,0.206,0.008,0.199,0.414,0.095,0.391,0.380,0.404,0.135,0.360,0.429,0.293,78161
CSV,1763616248091,348.2,1.045,WHITE,3000,2566,2485,2113,3569,2817,2312,1974,2132,2015,2562,2424,64.48,63.52,54.19,48.95,73.88,57.96,51.00,58.43,42.50,52.57,61.37,55.74,0.020,0.083,0.327,0.263,0.212,0.148,0.417,0.380,0.318,0.141,0.333,0.320,116854
CSV,1763616248092,302.4,0.907,UV,2445,2949,2380,3058,3331,2707,2435,1655,2141,2191,2060,1910,57.71,66.08,50.33,69.16,79.50,66.04,54.95,55.10,55.50,65.46,54.57,39.99,0.253,0.046,0.448,0.290,0.000,0.220,0.321,0.041,0.228,0.231,0.339,0.437,83921
CSV,1763616248092,386.7,1.160,UV,3058,2799,2453,2809,4381,2175,1814,1847,2137,2021,1620,1924,72.54,63.44,54.03,65.71,94.93,52.49,54.32,51.31,52.69,55.32,42.09,48.53,0.154,0.129,0.276,0.153,0.008,0.410,0.175,0.340,0.316,0.451,0.414,0.391,114031
CSV,1763616248092,409.1,1.227,UV,2257,2637,2781,2183,3742,3020,2888,2021,1864,1722,1930,2325,46.08,60.15,67.08,46.54,86.19,77.28,62.47,54.35,41.13,49.52,48.68,59.66,0.383,0.525,0.325,0.501,0.057,0.187,0.114,0.238,0.324,0.430,0.332,0.224,116109
CSV,1763616248092,315.4,0.946,WHITE,2461,3478,2384,2961,3466,2514,2301,2153,1677,1712,1946,2025,73.16,74.12,51.80,73.69,76.00,58.87,62.21,63.04,51.64,54.27,49.84,59.90,0.100,0.025,0.317,0.000,0.122,0.113,0.196,0.162,0.387,0.385,0.100,0.327,52841
CSV,1763616248092,364.3,1.093,UV,3144,2868,2535,2719,3069,2259,2158,1727,1748,1741,1860,2040,66.23,79.38,65.48,68.97,74.59,54.41,55.33,49.15,46.94,46.12,48.61,51.33,0.023,0.131,0.187,0.013,0.122,0.284,0.248,0.285,0.476,0.308,0.398,0.245,88180
CSV,1763616248092,460.9,1.383,WHITE,2434,2642,2219,2302,2756,2277,2463,2004,1761,1755,1782,1900,54.70,56.82,55.85,57.48,67.52,62.41,64.89,43.90,40.36,44.99,50.28,48.59,0.325,0.354,0.106,0.584,0.189,0.163,0.018,0.470,0.440,0.320,0.307,0.334,140864
CSV,1763616248092,286.7,0.860,BLUE,2627,2849,2901,2339,3886,2890,2528,2268,2113,1613,1655,2164,60.62,71.27,63.24,60.45,89.17,69.04,62.26,50.02,59.24,38.37,46.06,51.68,0.183,0.079,0.331,0.306,0.013,0.229,0.130,0.380,0.269,0.388,0.353,0.512,106531
CSV,1763616248093,469.3,1.408,BLUE,2271,2083,2176,2453,3020,2592,2515,1821,2039,2052,1789,1987,54.69,42.98,58.29,63.30,74.85,56.54,63.19,47.50,58.45,53.86,50.23,49.51,0.172,0.353,0.448,0.253,0.349,0.085,0.239,0.490,0.345,0.371,0.269,0.369,108461
CSV,1763616248093,376.6,1.130,UV,2654,2120,3094,2295,4384,2773,2719,1462,1965,2149,2292,1863,71.11,55.07,64.99,55.29,98.32,60.50,62.58,38.19,50.67,48.92,66.03,44.11,0.183,0.475,0.342,0.309,0.000,0.165,0.200,0.410,0.362,0.501,0.136,0.355,73929
CSV,1763616248093,455.8,1.368,BLUE,2802,2586,2964,2677,3196,3009,2044,1740,1893,1594,2025,1555,65.71,55.16,71.46,54.70,80.74,65.17,52.05,44.26,50.09,40.41,48.89,37.36,0.076,0.098,0.131,0.078,0.095,0.194,0.148,0.292,0.259,0.271,0.361,0.461,70295
CSV,1763616248093,440.0,1.320,WHITE,2226,2418,2441,2471,3488,2467,2348,1902,1916,1805,1756,1879,50.04,61.96,50.05,60.29,76.85,69.08,51.36,51.85,44.36,47.73,42.84,47.06,0.211,0.098,0.312,0.213,0.000,0.017,0.263,0.272,0.613,0.337,0.288,0.266,159651
CSV,1763616248093,366.4,1.099,WHITE,2578,2207,2050,3101,3614,2839,2472,1840,1678,1998,1789,1905,58.98,58.80,52.34,73.67,78.32,69.76,61.54,56.42,39.08,50.62,42.04,49.68,0.249,0.232,0.206,0.000,0.000,0.142,0.043,0.448,0.247,0.232,0.434,0.370,124266
CSV,1763616248093,343.2,1.030,UV,2908,2804,3092,2510,4110,2454,2449,2104,1807,2403,2296,1599,75.98,76.48,78.67,53.80,91.80,57.42,64.18,49.45,43.31,52.94,48.47,40.40,0.240,0.000,0.188,0.188,0.029,0.149,0.216,0.425,0.434,0.235,0.198,0.580,54548
CSV,1763616248093,337.8,1.013,BLUE,2399,2413,2390,2338,3998,3161,1896,2061,1858,2166,1826,2249,57.60,53.04,59.98,67.82,92.80,74.16,44.88,55.89,43.31,53.86,47.82,62.84,0.107,0.207,0.311,0.191,0.000,0.056,0.242,0.245,0.235,0.399,0.532,0.251,189545
CSV,1763616248093,293.1,0.879,BLUE,2944,2750,2306,2623,3647,2566,2206,2304,2457,1903,2274,1913,70.74,60.37,51.74,63.11,90.17,64.31,58.91,54.19,70.98,50.67,56.05,43.73,0.230,0.280,0.309,0.151,0.129,0.138,0.163,0.431,0.084,0.381,0.132,0.411,36304
CSV,1763616248094,382.7,1.148,UV,2644,2588,2479,2582,3784,2936,2277,2308,2092,1687,1856,2258,69.40,56.45,47.73,65.69,89.20,69.87,50.89,52.24,54.00,35.46,50.53,50.40,0.045,0.144,0.188,0.228,0.079,0.248,0.334,0.264,0.219,0.442,0.200,0.490,166125
CSV,1763616248094,429.9,1.290,UV,2239,2682,2749,2772,3273,3025,2427,2012,2181,2245,2305,1942,52.85,58.89,65.52,66.59,77.56,73.67,60.72,55.12,54.32,49.54,60.24,47.01,0.103,0.025,0.256,0.255,0.000,0.152,0.054,0.089,0.249,0.323,0.348,0.501,79085
CSV,1763616248094,323.7,0.971,UV,2563,2598,2413,2934,3468,3014,2306,1942,2218,2196,2031,2262,61.93,58.18,66.77,58.89,80.98,75.19,51.26,42.81,56.51,51.41,51.71,53.63,0.269,0.290,0.041,0.247,0.225,0.087,0.329,0.316,0.216,0.191,0.129,0.188,91747
CSV,1763616248094,271.0,0.813,UV,2974,2306,2630,2961,3921,2560,2318,2259,2047,2205,1970,1937,75.92,58.59,71.23,70.63,84.33,65.35,65.53,58.67,58.70,52.71,44.42,38.97,0.230,0.304,0.139,0.232,0.146,0.093,0.311,0.209,0.147,0.324,0.372,0.452,111863
CSV,1763616248094,382.5,1.148,BLUE,2705,2577,2766,2605,3882,2155,1838,2065,2001,2459,1734,2275,68.43,54.82,65.83,55.73,89.99,45.10,52.47,47.63,58.75,56.81,39.76,63.05,0.004,0.374,0.248,0.167,0.189,0.419,0.314,0.313,0.338,0.238,0.432,0.267,53792
CSV,1763616248094,773.7,2.321,BLUE,2001,1729,1860,1992,2267,1824,2068,1293,1308,1479,1298,1358,46.77,41.68,42.54,44.10,59.21,38.49,54.79,45.68,31.08,41.49,39.50,34.33,0.243,0.323,0.385,0.378,0.238,0.516,0.293,0.388,0.475,0.335,0.466,0.580,611032
CSV,1763616248094,790.1,2.370,WHITE,1448,1667,1423,1463,1652,1343,1741,1352,993,1241,1325,1206,36.76,41.28,42.57,43.15,45.76,28.64,36.53,31.63,30.24,33.55,37.35,37.98,0.580,0.302,0.354,0.348,0.214,0.505,0.501,0.572,0.504,0.374,0.344,0.326,614964
CSV,1763616248095,591.7,1.775,BLUE,1913,1818,1813,1642,2118,1933,2145,1518,1426,1190,1513,1477,47.77,40.43,48.39,50.65,55.12,42.19,41.11,35.12,39.51,28.16,35.31,32.62,0.374,0.426,0.358,0.188,0.060,0.465,0.521,0.463,0.482,0.464,0.483,0.422,581294
CSV,1763616248095,773.0,2.319,UV,1671,1718,1550,1888,1821,1566,2326,1149,1353,902,1218,959,43.20,42.07,32.44,47.63,52.24,43.81,56.66,38.74,34.78,27.71,36.10,23.50,0.345,0.326,0.427,0.484,0.255,0.467,0.275,0.255,0.378,0.592,0.460,0.765,505272
CSV,1763616248095,786.1,2.358,UV,1416,1397,1338,1499,1790,1571,1663,1283,1082,1096,1332,1273,36.00,33.33,35.35,41.28,40.93,43.37,48.24,34.41,36.45,36.08,34.66,38.64,0.454,0.345,0.636,0.378,0.507,0.381,0.413,0.582,0.386,0.465,0.418,0.450,179090
CSV,1763616248095,937.4,2.812,WHITE,1467,1222,1603,1301,1617,1155,2033,1189,992,1047,1102,1216,31.56,33.53,42.92,40.82,46.90,30.54,43.31,26.84,28.59,28.77,36.22,34.34,0.595,0.554,0.412,0.447,0.271,0.501,0.268,0.523,0.593,0.552,0.329,0.411,288424
CSV,1763616248096,881.8,2.646,BLUE,1599,1408,1659,1822,1650,1540,1983,1079,1134,1093,1144,1146,41.21,50.45,41.86,51.26,30.25,40.00,45.49,36.13,33.04,38.11,39.83,27.65,0.399,0.341,0.294,0.241,0.628,0.317,0.273,0.433,0.302,0.285,0.528,0.518,691630
