# Historical data for LACTEVA_003
CSV,1763616248101,479.5,1.439,UV,2353,2258,2970,2290,3332,2396,2450,1780,1447,2107,1686,2019,52.61,48.13,64.79,57.80,72.97,53.38,53.17,46.85,44.33,49.99,48.77,54.44,0.177,0.140,0.210,0.386,0.134,0.324,0.253,0.330,0.586,0.296,0.288,0.246,101005
CSV,1763616248102,398.7,1.196,UV,2378,2276,2408,2364,3475,2366,2401,2271,2173,1623,1819,1936,54.89,57.01,63.61,59.67,79.02,46.58,66.65,59.20,51.23,52.53,42.75,54.07,0.109,0.118,0.145,0.291,0.127,0.323,0.242,0.227,0.291,0.173,0.296,0.269,137110
CSV,1763616248102,287.5,0.862,UV,2624,2057,2855,2450,3641,2530,2458,1983,2045,2109,2238,2064,57.39,47.40,66.94,56.35,82.72,59.16,60.00,42.93,44.10,45.86,53.50,59.30,0.058,0.446,0.312,0.374,0.072,0.323,0.309,0.494,0.335,0.224,0.250,0.267,130437
CSV,1763616248102,348.3,1.045,WHITE,2862,2254,2942,2666,3383,2186,2375,2089,2184,2371,2305,1915,62.39,41.59,57.40,64.00,80.15,63.96,61.34,51.18,58.31,54.12,57.04,47.54,0.081,0.477,0.248,0.246,0.107,0.370,0.017,0.337,0.414,0.074,0.230,0.317,73210
CSV,1763616248102,418.1,1.254,UV,2638,2987,2009,2727,3550,2960,2408,1887,2161,1832,2272,2308,64.09,68.95,51.42,56.15,87.12,72.33,63.35,46.40,47.89,49.53,56.12,56.46,0.163,0.251,0.324,0.294,0.000,0.081,0.354,0.242,0.183,0.302,0.192,0.200,85444
CSV,1763616248102,171.5,0.515,WHITE,2479,2453,2505,2859,4408,2935,2478,1917,2028,2369,2138,2364,60.96,59.51,65.83,69.36,100.00,63.80,59.84,47.01,60.18,48.13,56.53,59.84,0.037,0.398,0.183,0.099,0.128,0.153,0.193,0.461,0.203,0.245,0.225,0.166,50947
CSV,1763616248102,391.2,1.174,WHITE,2353,2734,2304,2370,3729,2139,2459,1839,1750,1954,2111,2376,60.51,60.11,50.62,57.53,84.34,48.96,55.59,46.32,45.02,40.58,56.71,64.93,0.237,0.216,0.244,0.121,0.000,0.294,0.281,0.346,0.376,0.216,0.398,0.290,157941
CSV,1763616248102,362.5,1.088,WHITE,2989,2495,2711,2823,3749,2997,2434,1987,2252,2520,1707,2333,73.81,63.03,62.62,73.37,81.10,66.85,54.75,57.71,58.45,60.04,30.93,59.29,0.026,0.208,0.328,0.219,0.131,0.431,0.232,0.438,0.190,0.224,0.403,0.222,95524
CSV,1763616248102,308.2,0.925,BLUE,2668,2766,2907,2827,3932,2889,2462,2251,2241,2050,2053,2329,66.34,62.50,71.19,65.18,96.20,69.41,54.74,56.27,59.82,44.25,42.08,58.73,0.142,0.227,0.183,0.105,0.000,0.120,0.164,0.366,0.072,0.351,0.418,0.153,65574
CSV,1763616248103,215.5,0.647,WHITE,2559,2922,2690,2471,4138,2485,2411,2144,2105,2208,2271,2069,56.59,68.33,57.09,63.78,90.68,52.34,54.01,53.03,47.90,53.08,68.17,50.58,0.161,0.023,0.403,0.106,0.047,0.273,0.253,0.192,0.236,0.371,0.149,0.266,57969
CSV,1763616248103,220.3,0.661,WHITE,2804,2884,3044,2843,4218,2444,1964,1842,2193,2358,1878,2270,56.54,64.04,67.07,57.26,92.78,68.08,36.03,42.58,49.90,55.20,50.81,52.14,0.072,0.241,0.318,0.139,0.180,0.065,0.370,0.439,0.566,0.220,0.287,0.288,15554
CSV,1763616248103,323.9,0.972,BLUE,3173,2743,2697,3132,3986,2989,2287,2346,2226,1898,2200,2227,67.69,54.07,56.82,69.95,89.00,70.82,55.88,52.52,58.19,54.73,53.05,52.77,0.100,0.246,0.128,0.250,0.284,0.262,0.236,0.277,0.115,0.222,0.246,0.330,70987
CSV,1763616248103,282.8,0.848,UV,2403,2884,3163,2768,3638,2358,2099,2064,1988,2242,2243,1959,59.73,58.81,64.90,67.72,77.31,59.19,50.65,51.85,50.77,53.77,55.37,57.09,0.241,0.233,0.137,0.099,0.120,0.331,0.453,0.201,0.510,0.340,0.179,0.428,63923
CSV,1763616248103,280.1,0.840,UV,3151,2723,2545,2639,4127,3401,2273,1873,2187,2283,2364,1876,66.98,67.34,73.50,62.22,93.68,74.60,49.95,43.77,51.10,60.62,57.33,48.26,0.088,0.190,0.092,0.094,0.000,0.008,0.247,0.338,0.283,0.385,0.168,0.364,33833
CSV,1763616248104,244.2,0.733,UV,2594,3284,2604,2623,4002,2533,2584,2098,2105,2219,2116,2097,61.24,83.77,74.39,62.83,90.78,58.13,59.75,49.94,57.25,52.04,56.18,44.63,0.395,0.135,0.002,0.281,0.099,0.192,0.254,0.244,0.409,0.257,0.384,0.167,72837
CSV,1763616248104,250.6,0.752,WHITE,2867,2953,2719,2694,3754,2530,2384,1816,2388,2081,2244,2042,56.10,66.74,61.86,62.24,82.20,65.13,51.52,44.72,58.65,58.90,59.29,54.67,0.242,0.055,0.171,0.222,0.043,0.300,0.257,0.401,0.299,0.156,0.196,0.373,29265
CSV,1763616248104,337.3,1.012,BLUE,2758,2889,2954,2388,4859,3211,2347,2399,1997,1859,2735,2388,67.86,75.31,76.53,56.98,100.00,78.97,52.64,52.26,43.50,42.37,61.78,55.95,0.232,0.101,0.154,0.292,0.000,0.080,0.162,0.375,0.413,0.385,0.022,0.171,13512
CSV,1763616248104,223.2,0.670,WHITE,2836,2462,3036,2732,4354,2791,2207,2440,1876,2053,1913,2439,71.29,60.37,69.76,64.90,100.00,60.49,53.81,50.62,41.51,54.54,39.00,53.74,0.190,0.303,0.253,0.138,0.049,0.348,0.195,0.373,0.516,0.316,0.435,0.296,33608
CSV,1763616248104,414.5,1.244,BLUE,2937,2439,2485,3265,3876,2459,2578,2207,2258,1904,1991,2000,62.24,54.97,58.28,77.89,83.79,57.81,66.27,46.57,47.79,43.45,44.77,51.80,0.211,0.159,0.017,0.152,0.107,0.308,0.147,0.303,0.471,0.328,0.437,0.164,63717
CSV,1763616248105,247.2,0.742,WHITE,2415,2985,2721,2384,3534,2791,2328,2209,2456,2049,1902,2456,60.10,74.68,67.84,50.29,72.63,60.94,56.57,52.70,53.15,47.54,52.59,60.77,0.158,0.000,0.183,0.295,0.036,0.378,0.255,0.502,0.213,0.160,0.192,0.105,45959
CSV,1763616248105,314.2,0.943,WHITE,2341,2257,2517,2435,3861,3272,2257,1897,2115,1948,2355,1879,61.18,60.01,64.30,57.69,100.00,77.18,61.72,43.18,52.46,45.22,66.88,46.42,0.067,0.181,0.214,0.220,0.000,0.177,0.111,0.569,0.361,0.319,0.220,0.289,140072
CSV,1763616248105,238.7,0.716,WHITE,2838,2702,2807,2863,4107,2663,2115,1790,2257,2333,1905,1910,76.72,58.44,75.38,72.25,85.08,62.19,50.46,36.35,57.28,47.98,58.93,37.68,0.133,0.208,0.344,0.176,0.000,0.341,0.239,0.479,0.259,0.333,0.177,0.385,61636
CSV,1763616248105,267.8,0.803,WHITE,3240,3047,2661,3488,3814,2227,2279,2008,2473,2504,2111,2242,78.06,70.31,60.09,78.13,89.09,57.25,55.57,44.89,60.31,55.90,55.35,56.68,0.139,0.081,0.229,0.203,0.000,0.104,0.299,0.233,0.176,0.366,0.123,0.233,98614
CSV,1763616248105,277.5,0.832,BLUE,3012,2848,2339,2673,3132,2585,2361,2544,2268,2253,1968,2229,67.44,71.63,51.33,66.85,70.75,70.06,56.44,61.61,49.93,52.31,42.76,51.02,0.079,0.196,0.339,0.185,0.196,0.136,0.261,0.203,0.392,0.301,0.383,0.262,70053
CSV,1763616248105,329.5,0.988,BLUE,2501,2980,2900,2326,3457,2793,2528,2087,1961,2165,2029,2068,58.29,82.29,70.91,58.61,77.81,62.88,68.09,55.02,51.54,54.90,56.28,54.92,0.138,0.055,0.087,0.136,0.265,0.201,0.132,0.175,0.315,0.211,0.399,0.328,63115
