# LACTEVA Sample Data
# Format: CSV,timestamp_ms,VOC_raw,VOC_voltage,LED_Mode,raw_ch0-11,reflect_ch0-11,abs_ch0-11,CFU_est
CSV,1763616244911,120.8,0.362,WHITE,3093,2683,2941,2756,4388,3786,2237,2378,2169,2327,2288,2621,67.71,57.82,56.21,62.61,93.59,82.88,57.25,54.80,51.56,55.18,57.63,65.45,0.402,0.112,0.211,0.134,0.000,0.044,0.355,0.234,0.328,0.346,0.238,0.500,655
CSV,1763616244932,277.9,0.834,UV,2628,3410,3105,2854,4832,3379,2467,2091,2190,2310,2342,2370,60.48,74.23,68.39,67.41,100.00,77.88,63.34,53.43,45.97,59.18,52.15,66.15,0.257,0.194,0.325,0.006,0.040,0.106,0.209,0.365,0.318,0.100,0.368,0.130,554
CSV,1763616244948,113.6,0.341,WHITE,3073,3489,3148,2862,4900,2869,2377,2444,2288,2714,2132,2013,77.23,71.99,77.42,71.26,100.00,72.13,59.87,59.70,56.00,60.93,50.80,47.55,0.061,0.162,0.183,0.221,0.000,0.111,0.280,0.334,0.360,0.364,0.364,0.429,15336
CSV,1763616244964,195.1,0.585,UV,3576,2930,3206,3136,3604,3105,2140,2402,2417,2035,2118,2205,77.78,73.82,61.45,77.68,81.75,62.91,59.47,53.25,69.20,50.98,64.12,50.19,0.083,0.000,0.422,0.010,0.063,0.216,0.273,0.329,0.113,0.388,0.193,0.379,1684
CSV,1763616244980,275.2,0.826,WHITE,2537,2569,3211,2660,4510,2712,2290,2054,2303,1778,2065,2546,63.39,55.38,79.12,62.69,99.40,61.03,56.36,51.74,62.72,44.14,47.12,67.98,0.266,0.297,0.191,0.314,0.015,0.080,0.160,0.110,0.357,0.157,0.481,0.021,70501
CSV,1763616244995,146.8,0.440,WHITE,3358,2843,3262,2626,4994,3315,2128,2571,2425,2256,2463,2232,75.89,68.76,74.38,69.56,100.00,70.66,50.73,59.49,59.90,48.36,62.60,61.42,0.000,0.165,0.203,0.186,0.000,0.058,0.258,0.414,0.402,0.354,0.213,0.182,1123
CSV,1763616245011,272.4,0.817,BLUE,2857,2687,2805,2650,4316,2977,2654,2385,2427,2340,2658,2238,69.25,62.63,68.78,61.97,92.82,63.02,60.96,58.56,54.47,59.28,54.73,61.69,0.000,0.273,0.132,0.238,0.000,0.087,0.117,0.367,0.246,0.277,0.219,0.169,12063
CSV,1763616245027,126.1,0.378,WHITE,2820,2951,2990,2470,4152,3211,2273,2194,1764,2677,2382,2190,65.83,67.01,68.63,62.02,100.00,70.91,54.07,42.42,39.64,65.12,59.71,41.72,0.140,0.134,0.114,0.060,0.086,0.195,0.228,0.325,0.559,0.158,0.171,0.450,7612
CSV,1763616245043,231.8,0.696,UV,2914,2733,2599,2661,4674,2948,2283,1930,2245,2075,2480,2372,64.48,57.71,60.07,66.16,89.97,72.89,54.09,44.05,43.53,45.09,55.33,56.19,0.191,0.251,0.181,0.225,0.000,0.155,0.180,0.505,0.071,0.212,0.306,0.318,17442
CSV,1763616245059,248.4,0.745,UV,3287,2807,3032,3177,4053,2658,2341,2218,2069,2643,2154,2244,78.31,69.33,74.36,74.70,88.89,67.12,55.57,61.74,46.88,59.37,55.41,49.82,0.003,0.080,0.000,0.201,0.135,0.344,0.286,0.199,0.322,0.295,0.248,0.125,782
CSV,1763616245075,193.2,0.580,BLUE,3006,3430,3744,3010,4225,3040,2537,2231,2377,2677,2441,2269,67.23,79.68,78.68,65.46,92.89,65.92,57.25,56.29,60.97,62.04,57.48,47.38,0.179,0.168,0.149,0.000,0.000,0.335,0.182,0.181,0.000,0.094,0.300,0.241,822
CSV,1763616245091,154.8,0.464,BLUE,3381,3077,2678,3088,4956,2976,2283,2066,2337,2528,2602,1993,75.50,60.97,57.06,69.10,100.00,73.39,44.85,53.04,58.98,62.57,63.30,42.66,0.232,0.073,0.208,0.120,0.000,0.084,0.239,0.032,0.146,0.073,0.244,0.540,742
CSV,1763616245105,312.7,0.938,BLUE,1961,2109,2611,2799,3290,2389,2148,2087,2066,2495,1650,1767,44.60,48.20,55.05,57.87,82.60,58.54,58.79,45.64,53.55,58.14,45.37,41.26,0.455,0.113,0.153,0.321,0.157,0.124,0.101,0.320,0.185,0.204,0.316,0.429,93095
CSV,1763616245122,152.2,0.456,UV,2868,3227,2623,3102,4604,3026,2733,2282,2285,2076,2726,2305,60.60,86.29,55.08,71.46,95.04,73.92,66.53,63.67,54.73,52.96,60.99,50.97,0.267,0.164,0.230,0.214,0.080,0.298,0.285,0.141,0.288,0.282,0.180,0.171,3863
CSV,1763616245137,315.1,0.945,WHITE,2961,2785,2967,3361,3716,3109,2467,2400,2034,2323,2231,2149,67.94,57.77,65.80,77.06,87.04,79.97,60.26,58.91,50.09,54.27,63.26,51.71,0.061,0.209,0.193,0.000,0.170,0.219,0.125,0.418,0.438,0.298,0.180,0.424,34552
CSV,1763616245152,399.9,1.200,UV,2688,2907,2630,2646,3668,2548,2431,2251,1822,2126,1908,2261,68.75,63.93,63.80,61.33,72.13,54.00,64.29,50.34,44.32,55.97,46.29,67.48,0.223,0.178,0.223,0.096,0.190,0.226,0.149,0.379,0.375,0.330,0.269,0.000,48543
